DriverID,Start_time,NodeS
196, 2014/08/06 09:31:46,8088
197, 2014/08/06 06:00:00,101687
198, 2014/08/06 06:25:28,4297
199, 2014/08/06 09:23:20,14588
200, 2014/08/06 06:00:01,4875
201, 2014/08/06 08:46:02,81470
202, 2014/08/06 06:30:01,23514
203, 2014/08/06 06:00:01,38979
204, 2014/08/06 09:57:02,63289
205, 2014/08/06 08:58:05,104385
206, 2014/08/06 06:00:01,51901
207, 2014/08/06 07:30:27,23710
208, 2014/08/06 09:14:01,67257
209, 2014/08/06 06:37:52,72681
210, 2014/08/06 07:36:12,85181
211, 2014/08/06 06:15:31,71127
212, 2014/08/06 08:31:13,6550
213, 2014/08/06 13:06:40,50151
214, 2014/08/06 07:17:25,90936
215, 2014/08/06 06:00:02,67100
216, 2014/08/06 07:39:05,247
217, 2014/08/06 06:57:36,74735
218, 2014/08/06 08:35:41,185
219, 2014/08/06 07:27:53,55177
220, 2014/08/06 06:16:11,64660
221, 2014/08/06 06:00:06,48940
222, 2014/08/06 07:09:32,98529
223, 2014/08/06 07:21:31,52784
224, 2014/08/06 06:40:31,9117
225, 2014/08/06 10:31:38,13346
226, 2014/08/06 07:46:50,13761
227, 2014/08/06 07:49:10,9228
228, 2014/08/06 06:00:03,1681
229, 2014/08/06 07:11:17,191
230, 2014/08/06 07:16:00,98529
231, 2014/08/06 06:00:02,52007
232, 2014/08/06 08:32:05,9079
233, 2014/08/06 09:51:57,97484
234, 2014/08/06 06:00:09,4030
235, 2014/08/06 06:43:26,23514
236, 2014/08/06 06:00:05,6072
237, 2014/08/06 06:00:09,55816
238, 2014/08/06 07:20:27,17356
239, 2014/08/06 07:21:52,71127
240, 2014/08/06 06:00:00,64696
241, 2014/08/06 09:34:16,13346
242, 2014/08/06 07:31:52,13346
243, 2014/08/06 07:53:04,17356
244, 2014/08/06 06:00:06,64622
245, 2014/08/06 06:14:05,55177
246, 2014/08/06 09:13:08,49935
247, 2014/08/06 06:00:03,70346
248, 2014/08/06 06:00:10,65758
249, 2014/08/06 06:00:00,67151
250, 2014/08/06 06:36:28,14145
251, 2014/08/06 06:00:00,73188
252, 2014/08/06 10:15:09,55177
253, 2014/08/06 06:32:08,9077
254, 2014/08/06 06:00:06,52579
256, 2014/08/06 06:00:17,13346
257, 2014/08/06 08:40:08,13761
258, 2014/08/06 06:00:00,85395
259, 2014/08/06 06:00:03,52085
260, 2014/08/06 07:26:53,14711
261, 2014/08/06 06:18:13,23514
262, 2014/08/06 06:00:04,14356
263, 2014/08/06 06:55:57,16516
264, 2014/08/06 11:57:08,83948
265, 2014/08/06 07:58:56,14450
266, 2014/08/06 09:24:56,192
267, 2014/08/06 06:00:04,97541
268, 2014/08/06 07:15:58,14752
269, 2014/08/06 06:00:07,10132
270, 2014/08/06 08:55:18,9117
271, 2014/08/06 06:00:01,33170
272, 2014/08/06 08:56:29,9077
273, 2014/08/06 06:00:01,33169
274, 2014/08/06 08:55:55,42283
275, 2014/08/06 06:00:03,62117
276, 2014/08/06 07:00:24,23712
277, 2014/08/06 06:00:07,64926
278, 2014/08/06 09:22:25,12207
279, 2014/08/06 07:22:55,9268
280, 2014/08/06 08:17:18,81615
281, 2014/08/06 06:00:05,43337
282, 2014/08/06 06:00:08,45278
283, 2014/08/06 07:40:35,4291
284, 2014/08/06 06:00:05,114
285, 2014/08/06 06:00:01,66907
286, 2014/08/06 06:43:34,247
287, 2014/08/06 07:51:32,247
288, 2014/08/06 06:00:07,51900
289, 2014/08/06 19:47:04,185
290, 2014/08/06 08:40:55,23514
291, 2014/08/06 06:00:06,73187
292, 2014/08/06 06:34:26,23711
293, 2014/08/06 06:00:09,52578
294, 2014/08/06 06:32:40,10448
295, 2014/08/06 10:22:33,191
297, 2014/08/06 06:00:07,97523
298, 2014/08/06 07:57:57,9117
299, 2014/08/06 08:50:03,4957
300, 2014/08/06 06:00:00,12393
301, 2014/08/06 06:00:01,14747
302, 2014/08/06 06:00:07,6560
303, 2014/08/06 06:01:37,7228
304, 2014/08/06 06:00:03,43969
305, 2014/08/06 07:13:16,99130
306, 2014/08/06 07:45:48,8088
307, 2014/08/06 08:44:11,71118
308, 2014/08/06 06:00:01,96942
309, 2014/08/06 06:11:44,98529
310, 2014/08/06 11:26:36,65504
311, 2014/08/06 06:00:00,4034
312, 2014/08/06 07:00:03,83948
313, 2014/08/06 06:58:02,191
314, 2014/08/06 07:35:19,97484
315, 2014/08/06 08:02:35,71118
316, 2014/08/06 09:48:33,952
317, 2014/08/06 07:25:25,50151
318, 2014/08/06 09:12:18,9228
319, 2014/08/06 08:19:57,13761
320, 2014/08/06 06:48:26,42251
321, 2014/08/06 08:43:24,23711
322, 2014/08/06 06:00:01,45542
323, 2014/08/06 06:01:20,12211
324, 2014/08/06 08:18:04,85182
325, 2014/08/06 12:10:54,247
326, 2014/08/06 06:00:05,23603
327, 2014/08/06 06:20:59,8427
328, 2014/08/06 06:00:05,13762
329, 2014/08/06 06:38:36,81471
330, 2014/08/06 07:42:04,70631
331, 2014/08/06 08:59:37,5956
332, 2014/08/06 09:37:02,85181
333, 2014/08/06 06:34:35,65504
334, 2014/08/06 08:51:54,28900
335, 2014/08/06 06:00:04,1779
336, 2014/08/06 06:00:08,77003
337, 2014/08/06 07:06:42,81615
338, 2014/08/06 07:36:09,14364
339, 2014/08/06 06:00:00,7741
340, 2014/08/06 06:41:23,50151
341, 2014/08/06 06:29:08,98529
342, 2014/08/06 06:00:04,52578
343, 2014/08/06 09:03:37,71967
344, 2014/08/06 06:00:02,62509
345, 2014/08/06 07:00:11,85181
346, 2014/08/06 06:00:22,65333
347, 2014/08/06 06:26:10,8427
348, 2014/08/06 06:07:46,42961
349, 2014/08/06 10:00:38,191
350, 2014/08/06 06:00:09,49866
351, 2014/08/06 06:00:04,44337
352, 2014/08/06 06:00:07,98414
353, 2014/08/06 06:00:06,4867
354, 2014/08/06 06:00:06,62111
355, 2014/08/06 07:30:51,51655
356, 2014/08/06 06:00:09,48933
357, 2014/08/06 06:39:06,7722
358, 2014/08/06 08:40:25,2817
359, 2014/08/06 06:05:05,67258
360, 2014/08/06 08:59:25,52618
361, 2014/08/06 07:27:56,50151
362, 2014/08/06 07:02:46,50151
365, 2014/08/06 06:00:02,1682
368, 2014/08/06 08:18:05,191
369, 2014/08/06 06:00:02,87665
371, 2014/08/06 06:00:09,89695
372, 2014/08/06 09:11:34,71118
373, 2014/08/06 08:58:48,27352
375, 2014/08/06 06:00:00,96855
377, 2014/08/06 06:41:05,71118
378, 2014/08/06 06:00:03,66670
379, 2014/08/06 07:07:45,23514
381, 2014/08/06 09:30:05,20133
382, 2014/08/06 09:59:40,61512
388, 2014/08/06 07:58:15,309
389, 2014/08/06 09:19:22,43976
390, 2014/08/06 08:45:08,61511
391, 2014/08/06 06:01:55,58808
397, 2014/08/06 06:00:08,54469
398, 2014/08/06 06:07:16,67783
399, 2014/08/06 06:19:11,14145
403, 2014/08/06 07:35:03,98529
404, 2014/08/06 06:59:01,98529
406, 2014/08/06 08:02:15,52116
407, 2014/08/06 06:00:00,6065
408, 2014/08/06 08:35:11,38312
410, 2014/08/06 08:03:31,63289
417, 2014/08/06 07:30:54,16659
423, 2014/08/06 07:00:02,28900
424, 2014/08/06 08:30:18,4295
425, 2014/08/06 18:55:22,7836
430, 2014/08/06 10:25:26,14147
434, 2014/08/06 06:10:56,67254
435, 2014/08/06 06:41:16,33087
437, 2014/08/06 07:43:29,58919
439, 2014/08/06 06:00:09,2793
442, 2014/08/06 06:05:50,90936
443, 2014/08/06 08:07:43,13346
445, 2014/08/06 07:43:01,86008
449, 2014/08/06 07:38:51,85180
451, 2014/08/06 09:23:59,5811
452, 2014/08/06 08:49:52,94408
453, 2014/08/06 07:41:54,13346
454, 2014/08/06 07:05:29,9228
459, 2014/08/06 08:43:11,13346
460, 2014/08/06 06:00:00,43782
461, 2014/08/06 06:00:03,1682
464, 2014/08/06 06:13:10,98529
466, 2014/08/06 06:46:13,57313
468, 2014/08/06 06:00:04,6249
469, 2014/08/06 11:29:42,13346
471, 2014/08/06 06:59:27,8099
472, 2014/08/06 08:49:07,8087
473, 2014/08/06 06:06:19,68494
474, 2014/08/06 07:07:03,12209
476, 2014/08/06 06:00:05,6835
489, 2014/08/06 08:39:54,952
497, 2014/08/06 06:00:05,64010
503, 2014/08/06 06:00:01,32489
504, 2014/08/06 06:00:05,71157
510, 2014/08/06 06:00:06,55272
516, 2014/08/06 06:00:06,53736
520, 2014/08/06 06:06:28,57314
522, 2014/08/06 06:39:54,191
523, 2014/08/06 06:46:27,4296
532, 2014/08/06 06:29:02,68499
534, 2014/08/06 06:00:00,10374
537, 2014/08/06 07:36:28,63633
539, 2014/08/06 06:28:43,70916
540, 2014/08/06 06:00:08,6545
542, 2014/08/06 06:17:51,12207
543, 2014/08/06 06:00:09,52739
544, 2014/08/06 07:25:31,10471
562, 2014/08/06 08:40:30,38312
567, 2014/08/06 06:17:42,247
584, 2014/08/06 06:00:07,13736
590, 2014/08/06 07:40:04,14752
598, 2014/08/06 06:00:07,10730
599, 2014/08/06 06:00:01,10236
617, 2014/08/06 07:45:05,70628
619, 2014/08/06 07:17:52,13346
622, 2014/08/06 06:37:25,80731
638, 2014/08/06 06:00:03,12571
663, 2014/08/06 06:00:02,6557
676, 2014/08/06 06:00:02,10236
686, 2014/08/06 06:00:03,6953
696, 2014/08/06 06:00:03,6558
703, 2014/08/06 10:29:09,4110
719, 2014/08/06 06:00:07,52579
722, 2014/08/06 06:06:14,80763
729, 2014/08/06 09:47:01,12209
745, 2014/08/06 06:00:09,92198
753, 2014/08/06 06:00:07,14385
755, 2014/08/06 06:01:06,14147
765, 2014/08/06 07:22:12,13346
780, 2014/08/06 06:00:44,10233
793, 2014/08/06 07:20:16,14588
800, 2014/08/06 06:00:05,6262
805, 2014/08/06 07:27:22,71118
815, 2014/08/06 06:00:02,16659
832, 2014/08/06 06:00:08,80731
837, 2014/08/06 06:00:00,14358
853, 2014/08/06 06:00:03,12790
856, 2014/08/06 06:00:22,6067
859, 2014/08/06 06:00:07,50151
868, 2014/08/06 07:04:15,6550
876, 2014/08/06 06:00:02,50798
887, 2014/08/06 06:41:29,14145
907, 2014/08/06 06:00:20,6557
909, 2014/08/06 06:00:05,14462
915, 2014/08/06 06:00:09,80749
916, 2014/08/06 06:00:04,52956
921, 2014/08/06 06:00:02,56886
935, 2014/08/06 07:27:10,28900
959, 2014/08/06 06:00:12,52578
978, 2014/08/06 06:20:51,13761
985, 2014/08/06 06:00:09,6070
986, 2014/08/06 19:42:01,104385
1004, 2014/08/06 06:00:39,6557
1010, 2014/08/06 06:00:14,14753
1011, 2014/08/06 06:09:40,8087
1023, 2014/08/06 06:00:05,7566
1043, 2014/08/06 06:00:04,7906
1055, 2014/08/06 06:00:10,1571
1059, 2014/08/06 06:00:22,52613
1073, 2014/08/06 06:00:08,7571
1074, 2014/08/06 06:17:14,52784
1082, 2014/08/06 06:00:01,17099
1096, 2014/08/06 06:32:28,13346
1111, 2014/08/06 06:25:40,14752
1127, 2014/08/06 06:11:42,9079
1162, 2014/08/06 06:00:01,98493
1163, 2014/08/06 06:05:00,191
1166, 2014/08/06 06:00:08,22821
1177, 2014/08/06 06:14:08,13516
1193, 2014/08/06 06:02:47,4957
1197, 2014/08/06 06:00:06,6559
1229, 2014/08/06 06:00:04,6065
1232, 2014/08/06 06:09:41,4022
1242, 2014/08/06 06:00:08,14753
1423, 2014/08/06 06:31:42,90936
1504, 2014/08/06 06:00:17,52616
1538, 2014/08/06 07:05:30,84894
1824, 2014/08/06 07:10:03,90936
2234, 2014/08/06 06:00:11,7571
2238, 2014/08/06 06:00:03,100063
2284, 2014/08/06 06:00:45,94925
