id,lat,lon
1503,30.678185,104.1010445
1504,30.6770521,104.1015547
1505,30.6768284,104.100802
1506,30.6769936,104.1007786
1507,30.6771527,104.1007432
1508,30.6773421,104.1005819
1509,30.6774809,104.1004639
1510,30.6779702,104.1003305
1526,30.6760066,104.1002406
1540,30.6279971,104.0985318
1541,30.6278808,104.098705
1542,30.6274666,104.0993044
1543,30.6273834,104.0994026
1546,30.6271071,104.0999559
1547,30.6275501,104.0993291
1548,30.6278825,104.098802
1549,30.6280036,104.0986099
1550,30.6287371,104.097491
1551,30.6289502,104.0971702
1552,30.6290651,104.096966
1553,30.6290024,104.0969226
1554,30.6288706,104.0971077
1555,30.6282499,104.0980069
1556,30.6274535,104.0992416
1557,30.6272003,104.0996554
1558,30.6270543,104.0999103
1566,30.6295086,104.0973188
1567,30.629442,104.0971273
1568,30.6292204,104.096725
1569,30.6290034,104.0965908
1570,30.670138,104.0350259
1571,30.6706647,104.03171
1572,30.6710271,104.029627
1573,30.6713968,104.0275025
1632,30.669577,104.0270813
1633,30.6682578,104.0267759
1634,30.6673179,104.0265584
1635,30.6650629,104.0266552
1641,30.6426634,104.0446584
1642,30.6426396,104.0448658
1643,30.6426135,104.0451198
1644,30.6425112,104.0461131
1645,30.6423816,104.0473723
1646,30.6422381,104.0487656
1647,30.6421227,104.0498869
1648,30.6420821,104.0502303
1649,30.6417956,104.0509898
1681,30.6876276,104.0352815
1682,30.6856384,104.0334788
1683,30.6845093,104.0324545
1684,30.6834186,104.0323198
1685,30.6833039,104.0322131
1686,30.682406,104.0313778
1699,30.6542225,104.0532409
1700,30.653803,104.0536067
1701,30.6531703,104.0542601
1702,30.6524135,104.0553223
1703,30.6523,104.0554635
1704,30.6522772,104.0555128
1705,30.6517582,104.0564917
1706,30.6516105,104.0571676
1707,30.6515335,104.0575182
1720,30.6538005,104.0525255
1721,30.6545717,104.0537276
1722,30.6548505,104.0541164
1752,30.6557432,104.0736424
1753,30.6547806,104.0757018
1754,30.6547462,104.0757753
1755,30.6582998,104.0683975
1756,30.6582231,104.0685277
1757,30.6582086,104.0685522
1758,30.6578038,104.0693882
1759,30.6572995,104.0704496
1760,30.6566501,104.0717224
1761,30.6559042,104.073291
1762,30.6511155,104.0835271
1763,30.651351,104.0830158
1764,30.6536658,104.0780784
1765,30.6531093,104.0792653
1766,30.6521923,104.0812214
1767,30.6517175,104.0822341
1768,30.6514755,104.0827504
1772,30.6468064,104.1054155
1773,30.6472178,104.1045086
1774,30.6475503,104.1037967
1775,30.6510849,104.0835924
1776,30.6501342,104.0858043
1777,30.6492343,104.0878911
1778,30.648783,104.0889108
1779,30.6480929,104.0903424
1780,30.6479194,104.0907006
1781,30.6478544,104.0908254
1782,30.6465024,104.0933728
1783,30.6466194,104.0934495
1784,30.6480205,104.0909273
1785,30.6480805,104.0908039
2722,30.6550821,104.0614252
2723,30.6549977,104.0614315
2724,30.6533569,104.0604054
2725,30.6530717,104.0602401
2726,30.6528795,104.0600885
2738,30.6277957,104.0188775
2739,30.6277758,104.0188952
2740,30.6277434,104.0189239
2741,30.6276837,104.018976
2742,30.6276682,104.018995
2743,30.6257511,104.0206603
2744,30.6230321,104.0228528
2745,30.6226661,104.0232557
2746,30.6218562,104.0247997
2750,30.648849,104.0703341
2751,30.6487749,104.0719861
2763,30.6512388,104.0545492
2764,30.6507017,104.0541435
2765,30.6461425,104.0555598
2766,30.645429,104.0550989
2767,30.6451674,104.0550361
2768,30.652933,104.0600502
2769,30.6520369,104.0594294
2770,30.6519656,104.0593815
2771,30.6508464,104.0586297
2772,30.6503912,104.0582477
2773,30.650239,104.0581381
2774,30.6491466,104.0574579
2775,30.6488257,104.0572581
2776,30.6473166,104.0563059
2777,30.64709,104.0561619
2789,30.6453625,104.055167
2790,30.6437861,104.054109
2791,30.6416734,104.0527377
2792,30.6399004,104.0516727
2793,30.6369028,104.0497764
2794,30.6351037,104.0485641
2795,30.6334128,104.0474492
2796,30.6319583,104.0465536
2797,30.6308603,104.0458517
2798,30.6303352,104.0455153
2799,30.6296384,104.0450455
2800,30.6451526,104.0551296
2801,30.6452748,104.0553023
2802,30.6462297,104.0558687
2803,30.6469704,104.0564078
2804,30.6487126,104.0574834
2805,30.6501293,104.0583834
2806,30.6502695,104.0584956
2807,30.6508194,104.058854
2808,30.6516408,104.0594816
2809,30.6527853,104.0602434
2810,30.6531037,104.0603723
2811,30.642477,104.0253034
2812,30.6423586,104.0251696
2813,30.6422208,104.0250162
2814,30.6412474,104.0236355
2815,30.6393027,104.021082
2816,30.6382141,104.0195367
2817,30.6371524,104.018133
2822,30.648484,104.0746407
2823,30.648798,104.0730858
2824,30.648867,104.072554
2825,30.6488764,104.0724082
2826,30.6489088,104.0704304
2827,30.6488848,104.0696574
2843,30.6449201,104.1095759
2844,30.6449947,104.1092735
2887,30.6452621,104.1088466
2900,30.6523365,104.0539711
2901,30.6525654,104.0537008
2902,30.6527914,104.0534341
2903,30.6529955,104.0532503
2904,30.6537608,104.0525612
2905,30.6541021,104.0522539
2906,30.6545727,104.0517068
2907,30.6548405,104.0512776
2908,30.6552634,104.0499841
2909,30.6449286,104.1092314
2910,30.6447655,104.1094892
2911,30.6497248,104.0580098
2912,30.6502126,104.0583508
2913,30.6503349,104.0584287
2914,30.6514354,104.0592447
2915,30.6519578,104.0595829
2916,30.6528312,104.0601618
2948,30.6473634,104.0181783
2949,30.6473631,104.0182074
2950,30.6474191,104.019815
2951,30.6474855,104.0203633
2956,30.645334,104.0552418
2957,30.6470079,104.0563267
2958,30.6476361,104.0567392
2959,30.6487598,104.0573989
2960,30.6490935,104.0575961
2977,30.667515,104.1125741
2978,30.6678943,104.1117876
3054,30.6310843,104.0370833
3055,30.632079,104.0356224
3056,30.6332854,104.0342825
3057,30.6335878,104.0340235
3058,30.6337434,104.0338858
3740,30.6519856,104.0595241
3741,30.651465,104.0591871
3742,30.6503643,104.058371
3743,30.650244,104.0582943
3744,30.6497721,104.0579498
3747,30.6508866,104.0565919
3748,30.650933,104.0563028
3749,30.6510101,104.0559339
3750,30.6512685,104.0552687
3751,30.6516586,104.0547566
3893,30.6506528,104.0541084
3894,30.6502338,104.0538075
3895,30.6499116,104.053476
3896,30.6495685,104.0529975
3897,30.6492239,104.0523843
3898,30.6489356,104.0517708
3899,30.6486685,104.0512026
3907,30.653303,104.0605263
3908,30.6547051,104.0613967
3909,30.6549786,104.0617191
3945,30.627856,104.0189694
3946,30.6273402,104.0185082
3947,30.6268576,104.018099
3964,30.6552064,104.0614654
3965,30.6552609,104.0611037
3966,30.6554166,104.0606196
3967,30.6555416,104.0603353
3968,30.6556101,104.0601795
3969,30.6558361,104.0597946
3970,30.6560139,104.0594705
3971,30.6562621,104.0591037
3972,30.6565229,104.0587126
3973,30.6566449,104.0585996
3974,30.6567903,104.0584019
3975,30.6570094,104.0584137
4010,30.651193,104.0546271
4011,30.6514309,104.0548244
4012,30.6514365,104.0548289
4013,30.6515269,104.0549024
4014,30.6516301,104.0549864
4015,30.6516306,104.0549868
4016,30.6522726,104.055509
4017,30.6534331,104.0564531
4018,30.6552365,104.0574881
4019,30.6563332,104.0581661
4020,30.6566342,104.0582506
4021,30.6567519,104.058435
4022,30.6277433,104.0190684
4023,30.6279858,104.0192925
4024,30.629387,104.02105
4025,30.6308565,104.0227006
4026,30.6318452,104.0235463
4027,30.6325378,104.0237946
4028,30.6340522,104.0243375
4029,30.6353701,104.0249961
4030,30.6357449,104.0252712
4031,30.6362932,104.0258616
4032,30.6366821,104.0264578
4033,30.6368196,104.0267586
4034,30.6372517,104.0277045
4035,30.6381474,104.0291229
4036,30.6381548,104.0291348
4037,30.638335,104.0294237
4038,30.6383459,104.0294391
4039,30.6393096,104.0307926
4040,30.6407238,104.0326849
4041,30.6425691,104.0352609
4042,30.642751,104.0355616
4043,30.6429164,104.0358819
4044,30.6430294,104.0361494
4045,30.6431225,104.0363806
4046,30.6440563,104.0386484
4047,30.6442307,104.0390562
4110,30.6240557,104.0416792
4111,30.6252693,104.0424462
4125,30.6457388,104.0805194
4126,30.6455442,104.08107
4135,30.650556,104.0579121
4136,30.6508303,104.0574513
4137,30.6508625,104.0571591
4138,30.6508994,104.0568244
4144,30.6511094,104.0558617
4145,30.6514832,104.0552073
4146,30.6516575,104.0549409
4147,30.6524438,104.0539777
4200,30.6452307,104.0820694
4201,30.6457911,104.0805458
4202,30.6466461,104.0809612
4203,30.648053,104.0811722
4204,30.6492289,104.0817708
4205,30.6509013,104.0825757
4206,30.6516431,104.0828135
4291,30.6474544,104.0182056
4292,30.6480567,104.0180721
4293,30.6489521,104.0179862
4294,30.6494199,104.0179582
4295,30.6503838,104.0179005
4296,30.6520995,104.0178843
4297,30.652644,104.0178897
4354,30.6483897,104.0751154
4355,30.6483475,104.075328
4356,30.6482193,104.0756821
4357,30.6479248,104.0764401
4358,30.6473517,104.077462
4359,30.6468098,104.078367
4360,30.6468067,104.0783718
4361,30.646583,104.0787186
4369,30.6549704,104.0618436
4370,30.6549535,104.0623033
4371,30.6549207,104.0634287
4372,30.6549253,104.0635199
4381,30.6488211,104.0696807
4382,30.6487004,104.071499
4383,30.6486413,104.0724094
4384,30.6486274,104.0725405
4385,30.6485119,104.0733916
4386,30.648438,104.0745932
4393,30.6466283,104.0787524
4394,30.6468533,104.0784036
4395,30.6473962,104.0774969
4396,30.647972,104.0764702
4397,30.6482685,104.0757071
4398,30.6483997,104.0753447
4399,30.6484486,104.074936
4400,30.6486912,104.0729098
4458,30.6440422,104.1066375
4459,30.6444837,104.1069048
4460,30.6446263,104.1070143
4461,30.6447045,104.1071827
4462,30.6447573,104.1074073
4463,30.6447826,104.1076505
4464,30.6449137,104.1077842
4465,30.645054,104.1078884
4466,30.6451391,104.1079525
4467,30.6452206,104.1080647
4845,30.6562508,104.0589844
4846,30.6556825,104.0598869
4867,30.6354119,104.0383204
4868,30.6360842,104.0369546
4869,30.6361304,104.0366435
4870,30.6360381,104.0363002
4871,30.6358259,104.0359135
4872,30.6431788,104.0360662
4873,30.6398782,104.0365362
4874,30.6379581,104.0368581
4875,30.6368504,104.0393042
4876,30.6359816,104.0411401
4877,30.6353697,104.0424329
4878,30.6346164,104.0440249
4879,30.6310491,104.0416237
4880,30.629311,104.0405732
4881,30.6387705,104.0539813
4882,30.6385368,104.0539404
4883,30.6380412,104.053638
4884,30.6372473,104.0536809
4885,30.6356935,104.0537407
4886,30.6272245,104.0554981
4887,30.6277855,104.0555694
4888,30.6298946,104.0558158
4889,30.6319,104.0560707
4890,30.6392966,104.0528762
4891,30.6406276,104.0550392
4955,30.6243813,104.0353338
4956,30.6230257,104.0378721
4957,30.6219189,104.0399447
5351,30.6363058,104.0338325
5352,30.6352767,104.0323699
5353,30.6351613,104.0322103
5354,30.6350688,104.0320357
5355,30.6374689,104.0326523
5356,30.6363335,104.0311291
5365,30.6462551,104.1079678
5366,30.6458419,104.1076986
5367,30.645737,104.1076291
5370,30.6456299,104.1075605
5371,30.645191,104.1072745
5467,30.6457345,104.1080679
5468,30.6457147,104.1079815
5469,30.645755,104.1078779
5470,30.6459332,104.1075204
5471,30.6460194,104.1073667
5472,30.6461545,104.1071462
5473,30.6462321,104.1069758
5474,30.6468521,104.105614
5475,30.6471601,104.1048979
5476,30.6473396,104.1044349
5477,30.6475978,104.1038497
5478,30.6476597,104.1035746
5505,30.6474512,104.1037327
5506,30.6470704,104.1045646
5507,30.6466501,104.1053202
5508,30.646419,104.1058131
5509,30.6460539,104.1065649
5510,30.6458757,104.106889
5511,30.6458268,104.1071429
5512,30.645778,104.1072431
5513,30.645594,104.1076374
5514,30.6455106,104.1078011
5515,30.6454284,104.1078852
5517,30.6453918,104.1078946
5518,30.6453611,104.1078412
5519,30.6453209,104.1077109
5520,30.6452347,104.1074269
5521,30.6451686,104.1071963
5522,30.6450938,104.1069959
5523,30.6449501,104.106762
5524,30.6446109,104.1065715
5525,30.6441961,104.1063228
5776,30.6519117,104.1111306
5777,30.6515023,104.1107995
5778,30.6498745,104.1098212
5779,30.6498096,104.1097822
5780,30.6475803,104.1084426
5781,30.6471836,104.108202
5782,30.6467898,104.1080617
5783,30.6465023,104.1079448
5784,30.6463442,104.1079414
5785,30.6461861,104.1079882
5786,30.6459447,104.1080684
5787,30.6458239,104.1080951
5788,30.6770908,104.0951484
5811,30.6931723,104.0203893
5832,30.645698,104.1084009
5833,30.6457907,104.1083976
5834,30.6459255,104.1084466
5835,30.6460631,104.1084955
5836,30.6462315,104.1085804
5837,30.6463663,104.1085037
5838,30.6465273,104.1084136
5839,30.6466376,104.1083811
5840,30.6467823,104.1083813
5841,30.6469424,104.1084214
5842,30.6471257,104.1085278
5843,30.6472988,104.1086323
5844,30.647711,104.1088782
5845,30.6482674,104.1091564
5846,30.649287,104.109749
5847,30.6496678,104.110043
5848,30.6497496,104.1100896
5849,30.6514014,104.1110304
5850,30.6518606,104.1112427
5956,30.6438446,104.1119708
5957,30.6440896,104.1114646
5958,30.6451557,104.1092332
5959,30.6452254,104.1090879
5960,30.6453077,104.108946
5961,30.6453947,104.1087958
5962,30.645507,104.1085837
5963,30.6456194,104.1084596
5964,30.664674,104.0311623
5965,30.6645611,104.0311281
5966,30.6638273,104.0333013
5967,30.6637576,104.033236
5968,30.6635103,104.0330371
5969,30.6629839,104.0327651
5970,30.6621139,104.0320342
5971,30.6616971,104.0318047
5972,30.6613462,104.0316092
5973,30.6609585,104.0314765
5974,30.6603884,104.0314052
5975,30.6598547,104.0313797
5976,30.6584676,104.0317297
5977,30.6644036,104.0323616
5978,30.664558,104.0324639
5979,30.664011,104.0334654
5980,30.671429,104.0630432
5981,30.6715951,104.063066
5982,30.6729455,104.0639159
5983,30.6732734,104.0641347
5984,30.6749156,104.0655463
5985,30.6750007,104.0656139
5986,30.6763681,104.0666994
5987,30.6764443,104.0667593
5988,30.6779116,104.0678162
5989,30.6796644,104.0690788
5990,30.6798555,104.0692612
5991,30.6773685,104.057906
5992,30.6771193,104.0578083
5993,30.6528119,104.0849112
5994,30.6530618,104.0850359
5995,30.6532993,104.0849538
5996,30.6537559,104.0838202
5997,30.6630635,104.0384781
5998,30.6661111,104.0383593
5999,30.6452655,104.1082344
6000,30.645201,104.1082997
6001,30.6450718,104.1085347
6002,30.6449145,104.1089362
6003,30.6447264,104.1094095
6004,30.6444645,104.1100146
6005,30.6440858,104.1108363
6006,30.6436004,104.1118815
6007,30.6433328,104.1124321
6063,30.6709259,104.0296032
6064,30.6736931,104.0302385
6065,30.6741729,104.0303457
6066,30.6777163,104.0311397
6067,30.6785682,104.0315459
6068,30.6791288,104.0319296
6069,30.6795923,104.0322469
6070,30.6809746,104.0336018
6071,30.6818708,104.034434
6072,30.6837739,104.0361967
6073,30.6849668,104.0372788
6074,30.6875514,104.0396181
6075,30.6876546,104.0397171
6246,30.6407992,104.1043205
6247,30.6404173,104.104651
6248,30.6403579,104.1047148
6249,30.639483,104.105655
6250,30.6383666,104.1069593
6251,30.637094,104.1083926
6252,30.6368291,104.108691
6253,30.6340366,104.1118361
6257,30.6409383,104.1043701
6258,30.641045,104.1043309
6259,30.64132,104.1040283
6260,30.6418587,104.1035118
6261,30.642551,104.1024389
6262,30.6428556,104.102042
6263,30.6452673,104.0966492
6264,30.6453167,104.0965398
6276,30.6883887,104.0810506
6277,30.686871,104.080278
6278,30.6853115,104.0794117
6279,30.642339,104.051278
6280,30.6413235,104.0507394
6281,30.6403752,104.050235
6282,30.6402547,104.050179
6283,30.640327,104.0498708
6284,30.6404636,104.0494598
6285,30.6397484,104.0490395
6286,30.638977,104.0486005
6287,30.6378631,104.0478602
6288,30.6457794,104.1082638
6289,30.6457766,104.1081593
6290,30.6456868,104.1080027
6291,30.6455155,104.1078949
6292,30.645302,104.1079178
6293,30.6452459,104.10797
6294,30.6452318,104.1081659
6295,30.6453245,104.1082866
6296,30.6454677,104.1083715
6297,30.6455492,104.1084009
6298,30.6456278,104.1084172
6299,30.6457485,104.1083519
6540,30.6451948,104.1087318
6541,30.6450532,104.1090139
6542,30.6448115,104.1095239
6543,30.6452301,104.1087541
6544,30.6910067,104.0324542
6545,30.6922961,104.0303781
6546,30.6922776,104.0297988
6547,30.6920101,104.0292087
6548,30.6914699,104.0288192
6550,30.6865564,104.0178008
6551,30.6859851,104.0198958
6552,30.6851455,104.0228033
6553,30.685551,104.0235703
6554,30.6864538,104.0252784
6555,30.6871359,104.0260069
6556,30.688064,104.0269981
6557,30.6900262,104.0290796
6558,30.690831,104.0298776
6559,30.6906185,104.0349803
6560,30.6919715,104.0328348
6561,30.6930526,104.0309575
6562,30.6943811,104.0290585
6563,30.6723637,104.06596
6564,30.6720357,104.0660008
6565,30.6694839,104.0657823
6574,30.6918068,104.0546035
6575,30.6914688,104.0527872
6576,30.6913669,104.0523676
6577,30.691174,104.0515734
6578,30.6905693,104.0491032
6579,30.6905232,104.0489147
6601,30.688431,104.0577003
6602,30.6884143,104.0574989
6603,30.6883794,104.0565616
6604,30.6882841,104.0576045
6605,30.6882776,104.0577278
6606,30.6518531,104.0932105
6607,30.6528136,104.0937792
6608,30.6747375,104.0958022
6609,30.674966,104.095841
6610,30.6761138,104.0953741
6611,30.6765047,104.0952088
6612,30.6767712,104.0950725
6613,30.6770235,104.0948948
6614,30.6772615,104.0946965
6615,30.6774961,104.0944445
6616,30.6780681,104.093833
6617,30.6785434,104.0933433
6618,30.6787606,104.0931076
6619,30.6788402,104.0929055
6620,30.6789126,104.0928326
6621,30.6790381,104.0927652
6622,30.6791691,104.0927202
6680,30.6724839,104.1041619
6681,30.6724123,104.1041706
6682,30.671508,104.1048573
6683,30.6704837,104.1056727
6684,30.6701145,104.1060267
6685,30.6698654,104.1061769
6686,30.6695595,104.1061678
6687,30.6690441,104.1061984
6688,30.6685365,104.1062735
6689,30.6684508,104.1063151
6835,30.670438,104.1055005
6836,30.6701781,104.1046297
6837,30.6693682,104.1018841
6922,30.627538,104.0441152
6923,30.6270943,104.0450423
6924,30.6265272,104.046222
6930,30.6265849,104.0462639
6931,30.6268941,104.0456355
6932,30.6269819,104.0454571
6933,30.6274242,104.0445292
6934,30.6276044,104.0441595
6935,30.6278818,104.04359
6936,30.6280601,104.0432241
6937,30.6282258,104.0428482
6938,30.6285024,104.0422612
6939,30.629003,104.0412598
6940,30.628729,104.0444735
6941,30.6280082,104.0440408
6942,30.6276541,104.0438018
6943,30.6266276,104.0431092
6944,30.6259941,104.0426997
6947,30.6295965,104.0451359
6948,30.6302564,104.0457086
6949,30.6307651,104.0460519
6950,30.6318583,104.0467471
6951,30.6333132,104.0476722
6952,30.6368383,104.0499139
6953,30.6398247,104.0518092
6954,30.6416096,104.0528757
6955,30.6437176,104.0542421
6964,30.627545,104.0436324
6965,30.6274961,104.0435443
6966,30.6274422,104.0434503
6967,30.6273873,104.0433424
6968,30.6273474,104.0432693
6969,30.6273044,104.043202
6970,30.6272775,104.0431695
6971,30.6272403,104.0431365
6972,30.6272053,104.0431136
6973,30.6271727,104.0430976
6974,30.6271514,104.0430947
6975,30.6271292,104.0430941
6976,30.6270898,104.0430964
6977,30.6270309,104.0431104
6978,30.6269735,104.0431312
6979,30.6269161,104.0431573
6980,30.6268717,104.0431846
6981,30.6268472,104.0432043
6986,30.6268262,104.0432275
6987,30.6268068,104.0432525
6988,30.6267893,104.0432867
6989,30.6267743,104.0433267
7017,30.6291281,104.0410234
7042,30.6290713,104.0408325
7043,30.6289351,104.0412063
7051,30.627813,104.0435407
7080,30.6284804,104.0421463
7097,30.6319422,104.0923756
7098,30.6320282,104.0924014
7099,30.6322774,104.0924026
7100,30.6325013,104.0923865
7101,30.632776,104.0923543
7102,30.6328983,104.0923328
7103,30.6330275,104.0922979
7104,30.6332283,104.0922443
7105,30.6334937,104.092129
7106,30.6337545,104.0920083
7107,30.63456,104.0915711
7108,30.6349154,104.0913914
7109,30.6350354,104.0913458
7110,30.6351923,104.0912894
7111,30.636217,104.0909488
7112,30.6363993,104.0909005
7113,30.6369324,104.090804
7114,30.637207,104.0907342
7115,30.6374794,104.0906484
7116,30.6385917,104.0902112
7117,30.6389517,104.0900449
7118,30.6393775,104.0898464
7119,30.6396787,104.0896788
7120,30.6398921,104.0895473
7121,30.6400641,104.0894347
7122,30.6402233,104.0893287
7123,30.6404171,104.0891866
7124,30.6414868,104.0883564
7125,30.6417114,104.088153
7126,30.6419268,104.0879579
7127,30.6422021,104.0877033
7128,30.6424224,104.0874982
7129,30.6425737,104.0873573
7130,30.6428448,104.0871065
7214,30.6471107,104.1046095
7215,30.6467525,104.1053837
7223,30.6826152,104.1030924
7224,30.6799627,104.1047094
7225,30.6788651,104.1052963
7226,30.6779024,104.1058829
7227,30.6776736,104.1060432
7228,30.6514252,104.1110996
7229,30.6528875,104.1121999
7230,30.6529874,104.1123755
7231,30.6530495,104.1125519
7356,30.6591442,104.0263156
7357,30.659028,104.026275
7358,30.6589705,104.0262549
7359,30.6588392,104.0262574
7360,30.6582594,104.0262687
7361,30.6569524,104.0263334
7362,30.6567858,104.0263431
7385,30.6593868,104.0264004
7535,30.6688964,104.0999971
7536,30.6683783,104.0983253
7558,30.6502717,104.0979588
7559,30.6502874,104.0979252
7560,30.6523411,104.0935221
7561,30.6525129,104.093127
7562,30.6529483,104.0922081
7563,30.6541644,104.0895974
7564,30.6542788,104.0893518
7565,30.6552373,104.0872943
7566,30.655708,104.0863609
7567,30.6557818,104.0862
7569,30.6550192,104.1082199
7570,30.6547014,104.1080677
7571,30.6515732,104.1060529
7572,30.6477907,104.1036945
7573,30.6477223,104.1036095
7626,30.6442125,104.1015484
7627,30.6434544,104.1010525
7628,30.6432335,104.100908
7629,30.6421674,104.1002107
7631,30.6478853,104.0725258
7632,30.6484299,104.0725258
7633,30.6969501,104.0745149
7634,30.6969081,104.0743828
7635,30.6969032,104.0743068
7636,30.696906,104.0739085
7637,30.6969141,104.0727821
7638,30.6969794,104.07084
7639,30.6969877,104.0705928
7640,30.6936149,104.0964028
7641,30.6935595,104.0965208
7642,30.6934336,104.0967606
7643,30.693292,104.0970895
7644,30.6929967,104.0976903
7645,30.6926646,104.0983555
7646,30.6821424,104.0940169
7647,30.6819993,104.0940317
7648,30.6818148,104.0940425
7649,30.6816607,104.0941106
7650,30.6815776,104.0941321
7651,30.6814669,104.0940784
7652,30.681347,104.0939926
7653,30.6811238,104.0939379
7659,30.6928676,104.0975723
7660,30.6923818,104.0972541
7661,30.6916682,104.0967891
7662,30.6897008,104.09649
7663,30.689844,104.0965908
7664,30.6900585,104.0967115
7665,30.6904444,104.0969028
7666,30.6906512,104.0970227
7667,30.6913485,104.0974473
7668,30.692028,104.0979478
7669,30.6916958,104.0950966
7670,30.691367,104.095795
7671,30.6910039,104.0964028
7672,30.6861144,104.0951368
7673,30.6859576,104.095051
